TIME,ENGINE_COOLANT_TEMP
2021-05-19 18:19:17,0.1538461538461533
2021-05-19 18:19:18,0.1538461538461533
2021-05-19 18:19:19,0.1538461538461533
2021-05-19 18:19:20,0.1538461538461533
2021-05-19 18:19:21,0.1538461538461533
2021-05-19 18:19:22,0.1538461538461533
2021-05-19 18:19:23,0.1538461538461533
2021-05-19 18:19:24,0.1538461538461533
2021-05-19 18:19:25,0.1538461538461533
2021-05-19 18:19:26,0.1538461538461533
2021-05-19 18:19:27,0.1538461538461533
2021-05-19 18:19:28,0.1538461538461533
2021-05-19 18:19:29,0.1538461538461533
2021-05-19 18:19:30,0.1538461538461533
2021-05-19 18:19:31,0.1538461538461533
2021-05-19 18:19:32,0.1538461538461533
2021-05-19 18:19:33,0.1538461538461533
2021-05-19 18:19:34,0.1538461538461533
2021-05-19 18:19:35,0.22153846153846057
2021-05-19 18:19:40,0.23076923076923084
2021-05-19 18:19:41,0.23076923076923084
2021-05-19 18:19:42,0.23076923076923084
2021-05-19 18:19:43,0.23076923076923084
2021-05-19 18:19:44,0.23076923076923084
2021-05-19 18:19:45,0.23076923076923084
2021-05-19 18:19:52,0.23076923076923084
2021-05-19 18:19:53,0.23076923076923084
2021-05-19 18:19:54,0.23076923076923084
2021-05-19 18:19:55,0.23076923076923084
2021-05-19 18:19:56,0.23076923076923084
2021-05-19 18:19:57,0.23076923076923084
2021-05-19 18:19:58,0.23076923076923084
2021-05-19 18:19:59,0.23076923076923084
2021-05-19 18:20:00,0.23076923076923084
2021-05-19 18:20:42,0.23076923076923084
2021-05-19 18:20:43,0.23076923076923084
2021-05-19 18:20:44,0.23076923076923084
2021-05-19 18:20:45,0.23076923076923084
2021-05-19 18:20:46,0.23846153846153761
2021-05-19 18:20:47,0.3076923076923075
2021-05-19 18:20:48,0.3076923076923075
2021-05-19 18:20:49,0.23076923076923084
2021-05-19 18:20:50,0.23076923076923084
2021-05-19 18:20:51,0.29230769230769216
2021-05-19 18:20:52,0.3076923076923075
2021-05-19 18:20:53,0.3076923076923075
2021-05-19 18:20:54,0.3076923076923075
2021-05-19 18:20:55,0.3076923076923075
2021-05-19 18:20:56,0.3076923076923075
2021-05-19 18:20:57,0.3076923076923075
2021-05-19 18:20:58,0.3076923076923075
2021-05-19 18:20:59,0.3076923076923075
2021-05-19 18:21:00,0.3076923076923075
2021-05-19 18:21:01,0.3076923076923075
2021-05-19 18:21:02,0.3076923076923075
2021-05-19 18:21:03,0.3076923076923075
2021-05-19 18:21:04,0.3076923076923075
2021-05-19 18:21:05,0.3076923076923075
2021-05-19 18:21:06,0.3076923076923075
2021-05-19 18:21:07,0.3076923076923075
2021-05-19 18:21:08,0.3076923076923075
2021-05-19 18:21:09,0.3076923076923075
2021-05-19 18:21:10,0.3076923076923075
2021-05-19 18:21:11,0.3076923076923075
2021-05-19 18:21:12,0.3076923076923075
2021-05-19 18:21:13,0.3076923076923075
2021-05-19 18:21:14,0.3076923076923075
2021-05-19 18:21:15,0.3076923076923075
